pl_name,tic_id,hostname,ra,dec,disc_year,pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,sy_dist
K2-99 b,TIC 176966903,K2-99,208.7737624,-5.4424943,2016,18.24783,11.88151954,276.51071409,6069.0,2.55,1.44,519.229
HD 102195 b,TIC 397024052,HD 102195,176.4254063,2.8209912,2006,4.11377,14.2,130.3103,5301.0,0.82,0.76,29.3386
HIP 38594 c,TIC 128902569,HIP 38594,118.5439118,-25.3023073,2020,3477.768,7.94,48.4,4086.3,0.626646,0.61,17.7886
K2-150 b,TIC 376879419,K2-150,18.3443908,8.9874328,2018,10.59357,2.0,4.66,3499.0,0.436,0.457,102.483
K2-21 c,TIC 240766850,K2-21,340.3037846,-14.4893256,2015,15.50192,2.49,6.76,4222.06,0.646783,0.676023,83.6448
HD 220074 b,TIC 269237357,HD 220074,350.0599827,61.9701062,2012,672.09998,12.2,5288.6912,3787.0,54.92,2.2,324.54
Kepler-394 b,TIC 27777414,Kepler-394,296.3019792,50.6723115,2014,8.005013,1.6,3.19,6402.0,1.132,0.87,1058.72
TOI-4364 b,TIC 4070275,TOI-4364,80.066927,-4.2392481,2025,5.424019,2.01,4.7,3528.0,0.4684,0.487,43.9662
HD 120084 b,TIC 284181945,HD 120084,205.661989,78.0646376,2013,2142.0,12.7,2034.1018048,4879.0,10.37,2.16,103.044
Kepler-325 d,TIC 267671250,Kepler-325,289.8354219,49.825607,2014,38.715185,2.79,8.2,5752.0,1.003,0.914,823.242
Kepler-684 b,TIC 122607324,Kepler-684,290.8704935,38.2735978,2016,6.770302008,3.36,11.2,5493.0,0.86,0.89,1731.27
Kepler-1015 b,TIC 63373862,Kepler-1015,292.7573088,43.4268439,2016,16.00494214,3.55,12.3,6769.0,1.81,1.49,739.357
TOI-763 c,TIC 178819686,TOI-763,194.468098,-39.7580613,2020,12.2737,2.63,9.32,5450.0,0.897,0.917,95.1274
Kepler-1130 d,TIC 164882482,Kepler-1130,285.207421,45.384333,2021,4.272250175,0.64472273,0.202,5450.0,0.842,0.944,249.343
TOI-5542 b,TIC 466206508,TOI-5542,302.7984228,-61.1354659,2022,75.12375,11.30986153,419.53349724,5700.0,1.058,0.89,348.849
Kepler-846 b,TIC 399911496,Kepler-846,287.0570731,49.0460112,2016,19.80792185,2.48,6.71,5579.0,0.91,0.94,1127.12
Kepler-1051 b,TIC 138968338,Kepler-1051,295.1581062,40.8988186,2016,25.96200249,3.4,11.5,6675.0,1.73,1.43,829.343
TOI-2068 b,TIC 417931300,TOI-2068,186.27356,60.4183455,2024,7.768915,1.821,3.97,3710.0,0.535,0.559,52.9328
Kepler-1175 b,TIC 158986028,Kepler-1175,289.1426847,46.8129656,2016,37.94563,2.99,9.22,5453.0,0.86,0.9,1121.89
HD 222237 b,TIC 277913391,HD 222237,354.9078642,-72.7253271,2024,14892.0,12.8,1649.52943233,4751.0,0.71,0.76,11.4469
Kepler-1573 b,TIC 26752863,Kepler-1573,292.9883129,49.4849664,2016,2.6157554,1.2,1.87,5808.0,1.0,1.01,1455.36
K2-6 b,TIC 446672575,K2-6,178.1921152,-1.1984418,2015,30.94191,2.5,6.8,5850.0,0.96,0.97,316.819
TOI-4561 b,TIC 33716474,TOI-4561,60.9618951,-76.0214574,2026,8.93547936706,1.77789214,3.81,5537.93,0.851957,1.0,179.008
Kepler-1983 b,TIC 169078948,Kepler-1983,297.042015,39.9121864,2023,7.32851947,2.33,6.04,5135.0,0.874,0.812,424.428
HATS-1 b,TIC 219698950,HATS-1,175.5252399,-23.3548451,2012,3.446459,14.594,589.55,5870.0,1.038,0.986,283.971
BD-10 3166 b,TIC 148563075,BD-10 3166,164.6191243,-10.7704227,2000,3.48777,14.1,187.5197,5393.0,0.91,1.47,84.4069
TOI-1422 b,TIC 333473672,TOI-1422,354.240829,39.6392793,2022,12.99894,3.83,9.5,5840.0,1.019,0.9903,155.141
Kepler-1273 b,TIC 279913214,Kepler-1273,285.8032016,44.8733983,2016,28.625653,2.49,6.76,5566.0,0.91,0.94,1114.24
Kepler-843 b,TIC 27774043,Kepler-843,296.3219786,48.9714373,2016,2.053879821,2.59,7.22,5830.0,1.03,1.02,1165.66
Kepler-708 b,TIC 270706782,Kepler-708,293.8164588,42.2125159,2016,3.167891938,2.93,8.91,5692.0,0.96,0.97,1394.22
TOI-3486 b,TIC 221861843,TOI-3486,249.4432035,-59.3051077,2025,2.21778105,10.5700688,99.16246298,4930.0,0.788,0.837,154.715
Kepler-540 b,TIC 159452015,Kepler-540,290.6249953,44.8737757,2016,172.7049784,2.71,7.8,5946.0,1.08,1.02,390.374
WASP-160 B b,TIC 32949762,WASP-160 B,87.679561,-27.6233218,2018,3.7684952,12.21781,88.35674,5298.0,0.868,0.87,288.326
Qatar-8 b,TIC 103751498,Qatar-8,157.4123405,70.5270835,2019,3.71495,14.403565,117.91493,5738.0,1.315,1.029,281.498
TOI-1836 b,TIC 207468071,TOI-1836,245.9079242,54.6900774,2024,20.380799,8.00321222,38.45723725,6380.0,1.577,1.307,191.649
K2-172 b,TIC 188507501,K2-172,335.3081368,-12.5569819,2018,14.316941,1.66608079,3.42,5569.0,0.868889,0.934356,249.742
Kepler-278 b,TIC 122225232,Kepler-278,290.1072124,38.7022694,2014,30.1556,3.955,56.0,4965.0,2.861,1.227,443.03
Kepler-553 c,TIC 264508613,Kepler-553,298.5508922,48.3325405,2016,328.24017,11.57887706,2129.4503269,5191.0,0.902,0.889,728.525
TOI-712 c,TIC 150151262,TOI-712,92.9361063,-65.8258386,2022,51.69906,2.701,7.76,4622.0,0.674,0.732,58.6212
Kepler-670 b,TIC 27990610,Kepler-670,297.0154644,49.2252988,2016,2.816504852,13.18,,5709.0,0.99,0.99,939.744
Kepler-750 b,TIC 158931258,Kepler-750,289.0968274,44.004364,2016,9.42887179,3.07,9.64,6160.0,1.23,1.15,1296.02
GJ 463 b,TIC 147670988,GJ 463,185.7440496,64.0324311,2022,3459.0,13.1,1080.6165838,3563.0,0.483,0.486,18.3554
Kepler-1677 b,TIC 274198958,Kepler-1677,298.493273,47.0130566,2020,22.064,2.70216183,7.76,6013.72,1.24959,1.11,735.369
Gl 725 A b,TIC 359676790,Gl 725 A,280.6834312,59.638109,2025,11.2201,1.48,2.78,3433.0,0.351,0.33,3.5214
14 Her b,TIC 219483057,14 Her,242.6021014,43.8163621,2002,1766.41,12.5,2828.6728223,5338.0,0.93,0.97,17.9323
Kepler-261 c,TIC 137148674,Kepler-261,291.3647333,37.609239,2014,24.570858,2.0,4.66,5098.0,0.794,0.834,317.499
HD 148427 b,TIC 413853880,HD 148427,247.1171311,-13.3996231,2009,331.9,13.7,381.3940884,5025.0,3.86,1.64,71.3499
Kepler-1030 b,TIC 270617362,Kepler-1030,293.6819098,45.8175241,2016,19.32952416,2.48,6.71,4983.0,0.76,0.8,758.702
TOI-3688 A b,TIC 245509452,TOI-3688 A,39.2823371,54.8512152,2023,3.246075,13.08088048,311.47183886,5950.0,1.302,1.199,396.378
TOI-559 b,TIC 209459275,TOI-559,46.8186159,-31.1629951,2021,6.9839095,12.22899794,1910.14872607,5925.0,1.233,1.026,233.266
HD 10180 c,TIC 231836962,HD 10180,24.4731133,-60.5114881,2010,5.75969,,2741.58783878,5911.0,1.109,1.06,38.9607
TOI-2018 b,TIC 357501308,TOI-2018,229.8374423,29.2078771,2023,7.435583,2.268,9.2,4174.0,0.62,0.57,27.9956
Kepler-237 c,TIC 258348597,Kepler-237,283.2213438,40.421762,2014,8.103636,2.08,4.98,4861.0,0.725,0.696,657.822
K2-64 b,TIC 38129680,K2-64,332.4138478,-11.4286687,2016,6.53044,2.07,4.94,5312.0,0.726,0.741,499.891
Kepler-138 d,TIC 159376971,Kepler-138,290.3814122,43.2930645,2014,23.0923,1.51,2.1,3841.0,0.535,0.535,66.8624
GJ 676 A c,TIC 369021303,GJ 676 A,262.5448903,-51.6377777,2016,13921.42302,12.3,4288.14086724,3734.0,0.69,0.626,16.0272
TOI-5799 c,TIC 328081248,TOI-5799,301.630179,15.9891418,2025,14.010449,1.76,3.75,3452.0,0.321,0.325,27.8123
NGTS-1 b,TIC 192826603,NGTS-1,82.7142134,-36.6309812,2017,2.647298,14.90797,258.07796,3916.0,0.573,0.617,218.121
Kepler-174 c,TIC 158434144,Kepler-174,287.4389454,43.8320052,2014,44.000529,1.49,2.83,4880.0,0.622,0.602,384.757
Kepler-1824 b,TIC 360023295,Kepler-1824,296.7071957,41.2036197,2021,95.61100006,2.38127597,6.26,6002.0,1.081,1.135,1040.1
EPIC 201757695.02,TIC 380546118,EPIC 201757695,173.9385102,4.6164303,2020,2.0478,0.90819,0.688,4520.0,0.655,0.727,577.6
TOI-4666 b,TIC 165202476,TOI-4666,56.2898862,-39.0631799,2025,2.9089165,12.53164042,155.41809102,3793.0,0.585,0.576,154.749
HD 110537 b,TIC 51739133,HD 110537,190.7462412,-4.0501059,2022,24469.67342,11.9,8612.83200129,5718.0,1.16626,1.02,45.0858
Kepler-118 c,TIC 171884427,Kepler-118,299.2131881,41.4248195,2014,20.17202,7.68,45.7,5274.0,1.094,0.811,574.228
18 Del b,TIC 354489950,18 Del,314.6078375,10.8391378,2008,982.85,12.5,2926.24614325,4980.0,8.8,2.1,76.222
HD 108236 b,TIC 260647166,HD 108236,186.5740627,-51.3630519,2020,3.795963,1.615,3.24,5660.0,0.877,0.869,64.5978
Kepler-1500 b,TIC 121786521,Kepler-1500,288.883474,39.7446547,2016,15.0330105,1.2,1.87,5845.0,1.0,1.0,1217.82
HD 212771 b,TIC 12723961,HD 212771,336.762413,-17.2641046,2009,380.7,13.3,759.6137,5003.0,5.27,1.56,111.155
HD 5319 b,TIC 344627954,HD 5319,13.7558096,0.7893425,2007,637.1,13.5,494.54348,4871.0,4.06,1.27,121.405
HD 16141 b,TIC 251109533,HD 16141,38.8323674,-3.5624887,2000,75.523,10.9,82.6358,5757.0,1.48,1.11,37.7861
TYC 8998-760-1 c,TIC 449888653,TYC 8998-760-1,201.3001096,-64.9391566,2020,,12.3299,1906.98,4573.0,0.953811,1.0,94.6177
TOI-5027 b,TIC 361711730,TOI-5027,243.8850212,-69.2170972,2025,10.24368,10.76062147,642.01338214,5909.0,0.92,1.02,204.429
Kepler-766 b,TIC 138036952,Kepler-766,293.1845144,37.9698357,2016,6.10027804,3.39,11.4,5992.0,1.15,1.1,2297.62
GJ 433 b,TIC 57654763,GJ 433,173.8619194,-32.5436302,2013,7.3705,2.33,6.043,3461.0,0.5,0.48,9.06456
KOI-134 c,TIC 271772050,KOI-134,295.586598,45.3649371,2025,33.95,9.86,69.92224954,6160.0,1.667,1.407,1159.21
K2-185 c,TIC 337607207,K2-185,130.2596625,14.6902225,2018,52.713494,2.39,6.3,5788.0,0.94,0.96,268.357
Kepler-1114 b,TIC 268612417,Kepler-1114,299.2370531,45.8347781,2016,14.97435694,1.35,2.39,5374.0,0.83,0.87,418.417
Kepler-101 b,TIC 48304653,Kepler-101,283.255507,48.3552474,2014,3.4876812,5.77,51.1,5667.0,1.56,1.17,927.981
Kepler-1346 b,TIC 63066410,Kepler-1346,291.841341,45.179185,2016,3.40165668,1.58,3.12,6133.0,1.21,1.14,843.701
HD 93963 A b,TIC 368435330,HD 93963 A,162.7766969,25.641065,2022,1.0376109,1.46954368,2.8,5908.0,1.0311,1.0844,82.3432
Kepler-290 c,TIC 158218214,Kepler-290,286.4100307,42.6815137,2014,36.77031,2.7,7.75,5147.0,0.743,0.756,694.627
HD 18438 b,TIC 297820335,HD 18438,46.5318358,79.41858,2023,803.0,12.1,6674.396547,3860.0,88.475,1.84,224.146
Kepler-250 c,TIC 159098652,Kepler-250,289.5947633,44.1418114,2014,7.156804,2.28,5.82,5160.0,0.805,0.806,760.585
K2-285 c,TIC 262715204,K2-285,349.3843458,1.3001522,2018,7.138048,3.53,15.68,4975.0,0.787,0.83,154.961
Kepler-42 d,TIC 63126862,Kepler-42,292.2196,44.6173667,2011,1.865169,0.57,0.357785,3068.0,0.17,0.13,40.0595
Kepler-1917 b,TIC 270857590,Kepler-1917,294.1038932,45.0013533,2021,12.90240002,1.88971288,4.23,5530.0,0.788,0.882,909.037
Kepler-126 b,TIC 159046962,Kepler-126,289.3473634,44.2084445,2014,10.495711,1.52,4.11726105,6239.0,1.358,1.108,237.401
K2-375 b,TIC 175290532,K2-375,130.5013137,20.3593003,2022,14.453895,2.243,5.66,5822.0,1.543,1.119,696.1
Kepler-309 c,TIC 273373488,Kepler-309,297.5098911,46.9614121,2014,105.356383,2.51,6.85,4713.0,0.721,0.816,544.568
K2-280 b,TIC 119605900,K2-280,291.5953596,-22.2477071,2018,19.89526,7.5,37.1,5500.0,1.28,1.03,391.537
SPECULOOS-3 b,TIC 230741378,SPECULOOS-3,312.3632611,33.6123832,2024,0.71912603,0.977,0.894,2800.0,0.123,0.1009,
TOI-5181 A b,TIC 346667887,TOI-5181 A,280.6774738,21.6998203,2025,3.8922295,13.34989601,330.54154328,6060.0,1.53,1.25,480.155
Kepler-615 b,TIC 123492903,Kepler-615,282.4506927,46.3213671,2016,10.35584657,1.74,3.68,4655.0,0.69,0.73,330.0
CoRoT-31 b,TIC 250595183,CoRoT-31,94.820735,-4.4222978,2020,4.62941,16.36514,266.9772,5700.0,2.15,1.25,2005.76
K2-43 c,TIC 443616612,K2-43,169.117028,-3.9754405,2019,2.198884,2.42,6.44,3840.6,0.542,0.571,182.536
TOI-2107 b,TIC 446549906,TOI-2107,286.7965405,-58.6968348,2024,2.4545467,13.57407563,263.79757781,5627.0,0.932,0.961,236.705
K2-157 c,TIC 349445372,K2-157,183.7514959,-5.7820178,2025,25.942,6.08,30.8,5334.0,0.86,0.89,298.373
Kepler-1005 b,TIC 158215347,Kepler-1005,286.2858998,43.3205085,2016,6.49801525,1.5,2.86,5782.0,1.06,1.0,567.806
Kepler-600 b,TIC 164646661,Kepler-600,283.8330588,41.9786358,2016,23.67517607,2.9,8.75,5279.0,0.81,0.84,619.723
TOI-1064 c,TIC 79748331,TOI-1064,296.0039349,-47.5620305,2022,12.226574,2.651,2.5,4734.0,0.726,0.748,68.0726
WASP-163 b,TIC 145368316,WASP-163,256.5375549,-10.4130071,2018,1.6096884,13.473218,594.3421,5500.0,1.015,0.97,261.386
Kepler-4 b,TIC 350814622,Kepler-4,285.6154492,50.1357712,2009,3.21346,4.002,24.472,5857.0,1.487,1.223,487.916
TOI-913 b,TIC 407126408,TOI-913,234.5723244,-80.8034265,2023,11.098644,2.4528,6.59,4969.0,0.7325,0.82,65.1769
K2-245 b,TIC 147677253,K2-245,185.181563,-1.5909138,2018,11.89307,4.34,17.4,5793.0,1.25,0.83,456.064
Kepler-1979 b,TIC 122142813,Kepler-1979,289.8429062,38.309622,2023,18.5084526,29.33,,5942.0,0.938,1.028,1076.27
HIP 90988 b,TIC 404598466,HIP 90988,278.3892816,-50.211692,2021,455.73816,13.4,668.07531151,4883.0,3.94,1.613,94.0349
K2-27 b,TIC 363548415,K2-27,171.5151874,1.2306237,2016,6.771347,4.74,30.2,5246.0,0.876,0.88,249.645
Kepler-737 b,TIC 63068329,Kepler-737,291.8629793,46.4291614,2016,28.59915399,1.96,4.5,3813.0,0.48,0.51,205.118
HD 95338 b,TIC 304142124,HD 95338,164.8563364,-56.6235564,2020,55.082694,4.27174254,42.9,5097.0,0.868,0.848,36.9941
TOI-5799 b,TIC 328081248,TOI-5799,301.630179,15.9891418,2024,4.164507,1.733,3.65,3452.0,0.321,0.325,27.8123
Kepler-102 e,TIC 123357864,Kepler-102,281.4824731,47.2078263,2013,16.1456994,2.17,4.7,4909.0,0.724,0.803,107.796
K2-243 c,TIC 96199085,K2-243,181.1211419,-4.8991358,2018,24.94598,2.01,4.7,6570.0,1.39,1.29,266.864
Kepler-1315 b,TIC 271881331,Kepler-1315,295.8215678,46.0530562,2016,0.84338011,1.38,2.48,4861.0,0.75,0.8,480.869
K2-219 b,TIC 266014079,K2-219,12.8452963,8.8675474,2018,3.901287,1.34762583,2.38,5753.0,1.189232,1.021545,325.4
WASP-42 b,TIC 248075138,WASP-42,192.981203,-42.0736165,2012,4.9816819,12.576498,167.49641,5315.0,0.892,0.951,177.291
TOI-1798.02,TIC 198153540,TOI-1798,211.0939367,46.5192825,2024,0.437811822,1.464,5.6,5165.0,0.78,0.87,113.181
TOI-712 d,TIC 150151262,TOI-712,92.9361063,-65.8258386,2022,84.8396,2.474,6.68,4622.0,0.674,0.732,58.6212
K2-215 b,TIC 376905329,K2-215,18.4700795,6.1238647,2018,8.269648,2.12381238,5.16,5704.0,0.974398,0.999987,403.964
Kepler-1126 c,TIC 352013661,Kepler-1126,285.691955,45.6893993,2023,199.66876,1.45,2.7,5678.0,0.921,0.794,635.736
K2-12 b,TIC 396972464,K2-12,173.1919022,2.2446794,2015,8.28246,2.44,5.2,5672.0,1.117,0.965,326.381
Kepler-1601 b,TIC 120571308,Kepler-1601,285.5129496,38.079839,2016,2.20921951,0.82,0.477,5869.0,1.07,1.04,644.456
Kepler-514 b,TIC 405717552,Kepler-514,286.2471739,50.2423694,2016,5.65179605,1.72,3.61,6106.0,1.44,1.28,455.336
HD 127506 b,TIC 286992966,HD 127506,217.6848544,35.4546059,2022,65.78395,5.67,27.333243,4595.32,0.735766,0.73,22.5279
TOI-4156 b,TIC 462553953,TOI-4156,230.7808336,76.3318816,2026,4.46189034133,2.53823825,6.98,5971.64,1.03963,1.1,213.719
TOI-2207 b,TIC 90850770,TOI-2207,307.5966925,-44.8876181,2022,8.001968,11.1529358,203.41018048,6101.0,1.564,1.296,373.345
TOI-2382 b,TIC 2760219,TOI-2382,356.3751852,-16.114124,2025,4.6612061,12.25141591,235.19302118,6033.0,1.417,1.26,434.92
KELT-14 b,TIC 134537478,KELT-14,108.301409,-42.4097623,2016,1.7100566,19.537287,408.09372,5720.0,1.52,1.239,250.121
Kepler-599 b,TIC 120686620,Kepler-599,285.9115968,41.0695091,2016,15.65562652,2.84,8.45,5127.0,0.79,0.83,558.517
HD 206610 b,TIC 333314269,HD 206610,325.8537599,-7.4082451,2009,673.2,13.4,647.10188,4842.0,6.12,1.55,147.192
TOI-1386 b,TIC 343019899,TOI-1386,334.5041029,54.3190454,2024,25.8401,6.2163865,45.8,5735.0,1.0235,1.0363,146.858
Kepler-1139 b,TIC 121458495,Kepler-1139,287.9455985,39.2305281,2016,0.813166719,1.19,1.81,5550.0,0.91,0.94,495.156
Kepler-1181 b,TIC 394176812,Kepler-1181,289.7473165,39.5234131,2016,4.89337519,1.57,3.09,6176.0,1.3,1.17,938.417
Kepler-1877 b,TIC 271355270,Kepler-1877,294.866924,46.7904816,2021,2.377569914,0.624086,0.179,5615.0,0.936,1.022,285.312
55 Cnc e,TIC 332064670,55 Cnc,133.1468373,28.3298154,2004,0.7365474,1.875,7.99,5172.0,0.943,0.905,12.5855
WASP-25 b,TIC 229047362,WASP-25,195.3597581,-27.5222273,2010,3.7648337,13.80946422,179.25522155,5697.0,0.884,0.962,211.416
HD 105779 b,TIC 347713631,HD 105779,182.6612053,-16.9564908,2022,2412.0,14.1,203.41018048,5792.0,0.94,0.89,55.2411
TOI-2411 b,TIC 10837041,TOI-2411,20.9224567,-8.7017944,2022,0.7826942,1.68,3.46,4099.0,0.68,0.65,59.5362
omi CrB b,TIC 357502856,omi CrB,230.0350768,29.6160222,2012,187.01,13.7,355.96781584,4769.0,11.87,1.3,84.7883
Kepler-246 b,TIC 272484980,Kepler-246,296.4834007,42.6633806,2014,4.60182,2.34,6.08,5206.0,0.831,0.853,626.078
HIP 94235 b,TIC 464646604,HIP 94235,287.7411441,-60.2726358,2022,7.713057,3.0,379.0,5991.0,1.08,1.094,58.5146
Kepler-1508 b,TIC 170346081,Kepler-1508,298.1188802,40.3750316,2016,20.7056504,1.33,2.33,6158.0,1.22,1.14,1260.28
Kepler-134 b,TIC 48448369,Kepler-134,284.7391156,49.5984448,2014,5.317429,2.0,4.66,5983.0,1.176,0.956,334.797
HD 20794 e,TIC 301051051,HD 20794,49.9997666,-43.0666533,2017,147.02,2.03,4.77,5401.0,0.93,0.813,6.00278
Kepler-437 b,TIC 273138666,Kepler-437,297.3473326,44.0269249,2015,66.65062,2.14,5.22,4551.0,0.68,0.707,304.0
Kepler-1199 b,TIC 270696519,Kepler-1199,293.7258092,47.2469219,2016,15.0447198,1.15,1.6,5889.0,1.17,0.94,563.493
Kepler-1693 b,TIC 406948151,Kepler-1693,290.2015581,48.1857799,2020,12.0999,1.28938413,2.21,5432.34,0.878295,0.95,760.065
HD 65216 c,TIC 382625142,HD 65216,118.4209646,-63.6466892,2013,5370.0,13.4,645.1949,5612.0,0.88,0.874,35.1205
Kepler-137 c,TIC 123415819,Kepler-137,282.1355875,43.0391951,2014,18.735753,1.88,4.19,5187.0,0.802,0.85,302.979
Kepler-373 c,TIC 299218776,Kepler-373,289.3879904,50.5970115,2014,16.725948,1.24,2.07,5787.0,0.845,0.981,1090.45
TOI-4405 b,TIC 177254988,TOI-4405,101.5953368,-75.4441271,2026,5.92143995316,2.55505441,7.06,4467.38,0.687025,0.68,155.501
Kepler-103 c,TIC 121865656,Kepler-103,288.9845512,40.0644857,2014,179.60978,5.4539,58.47,6047.0,1.492,1.212,494.832
Kepler-1892 b,TIC 268492383,Kepler-1892,299.081007,42.0180957,2021,6.331230164,1.83707938,4.03,5383.0,0.759,0.851,851.595
HD 21693 c,TIC 197792776,HD 21693,51.8040469,-58.3232726,2019,53.7357,4.34,17.37,5430.0,0.914378,0.8,33.255
Kepler-1693 c,TIC 406948151,Kepler-1693,290.2015581,48.1857799,2021,5.363709927,0.97698289,0.894,5553.0,1.098,0.941,760.065
Kepler-1387 b,TIC 63284044,Kepler-1387,292.4403029,43.2093456,2016,2.279526656,0.93,0.749,5046.0,0.77,0.82,455.358
Kepler-1263 b,TIC 158270568,Kepler-1263,286.483626,46.7526182,2016,4.55139967,1.14,1.55,5213.0,0.8,0.84,664.83
TOI-4562 b,TIC 349576261,TOI-4562,112.0100593,-63.5177788,2023,225.1064,12.53,732.0,6096.0,1.152,1.192,339.605
Kepler-1098 b,TIC 271763415,Kepler-1098,295.502673,43.2326992,2016,2.543072855,1.3,2.24,5794.0,0.99,0.99,1049.19
TOI-1279 b,TIC 224297258,TOI-1279,185.0628734,56.2014094,2024,9.61419,2.66146528,10.6,5457.0,0.8426,0.8784,107.055
HATS-30 b,TIC 281459670,HATS-30,5.618525,-59.9425892,2016,3.1743516,13.170575,224.38798,5943.0,1.061,1.093,342.14
Kepler-1161 b,TIC 268390796,Kepler-1161,299.0770621,45.4405583,2016,10.71252541,2.13,5.18,4253.0,0.57,0.59,547.726
WASP-105 b,TIC 158623531,WASP-105,24.1678686,-50.659308,2017,7.87288,10.76064,572.094,5070.0,0.9,0.89,169.272
HD 66141 b,TIC 452867458,HD 66141,120.5662825,2.3350265,2012,480.5,12.8,1906.9,4323.0,21.4,1.1,68.1509
Kepler-1593 b,TIC 239306899,Kepler-1593,300.4882018,44.4606698,2016,174.509835,3.17,10.2,4995.0,0.77,0.81,638.249
Kepler-980 b,TIC 271162671,Kepler-980,294.6129869,45.060174,2016,11.55102504,2.67,7.61,5935.0,1.06,1.05,961.468
TOI-521 b,TIC 27649847,TOI-521,123.3442567,12.2221079,2025,1.54285047,1.98,5.3,3544.0,0.421,0.42,60.9425
HD 99706 c,TIC 148680230,HD 99706,172.1261621,43.9662025,2016,1278.0,12.8,1808.4527,4891.0,5.4,1.72,146.6
TOI-620 b,TIC 296739893,TOI-620,142.1734459,-12.1671652,2022,5.0988179,3.76,13.6,3708.0,0.55,0.577,33.0231
HD 20794 f,TIC 301051051,HD 20794,49.9997666,-43.0666533,2025,647.6,2.28,5.82,5368.0,0.93,0.79,6.00278
Kepler-1570 b,TIC 269270853,Kepler-1570,299.8617842,45.8274232,2016,26.548955,1.07,1.24,5550.0,0.89,0.92,918.995
Kepler-252 c,TIC 271769940,Kepler-252,295.579329,44.5459052,2014,10.848463,2.15,5.27,4208.0,0.549,0.61,379.424
Kepler-1016 c,TIC 271164596,Kepler-1016,294.613689,45.9846265,2016,105.6551369,3.68,13.1,5821.0,1.0,0.99,1402.82
TOI-3785 b,TIC 458419328,TOI-3785,130.9002258,63.0780768,2023,4.6747373,5.14,14.95,3576.0,0.5,0.52,79.7634
BD-11 4672 c,TIC 217831699,BD-11 4672,278.3688659,-11.6370481,2020,74.2,4.04,15.37,4550.0,0.639,0.651,27.1665
HD 110014 b,TIC 32448045,HD 110014,189.8111935,-7.9956702,2009,835.477,12.4,3524.59,4445.0,20.9,2.17,100.758
Kepler-236 b,TIC 120044687,Kepler-236,283.8664285,39.8981928,2014,8.295611,1.57,3.09,3750.0,0.51,0.596005,288.763
Kepler-1656 c,TIC 120255950,Kepler-1656,284.4722473,39.911889,2022,1919.0,14.0,126.4,5569.0,1.1,1.03,185.875
Kepler-1641 c,TIC 184426431,Kepler-1641,296.359456,41.5745321,2016,32.657212,2.95,9.01,6152.0,1.19,1.12,860.37
HD 89744 b,TIC 8154501,HD 89744,155.5433193,41.2289354,1999,256.78,12.6,2653.8805,6291.0,2.13257,1.86,38.6364
K2-161 b,TIC 349445839,K2-161,183.7938491,-3.4956913,2018,9.283188,6.11721229,31.1,4972.0,2.568173,0.986876,916.319
KOINTREAU-3 b,TIC 175629533,ISO-Oph 96,246.7687845,-24.716683,2026,,13.1,1080.6165838,3920.0,0.730795,0.41,140.563
HD 169830 c,TIC 53134037,HD 169830,276.9561859,-29.8167919,2003,1818.82339,12.6,2437.42605328,6300.0,1.935709,1.17,37.6048
Kepler-1453 b,TIC 158175366,Kepler-1453,286.1255037,47.9475586,2016,47.1611696,2.67,7.61,5665.0,0.94,0.97,1196.04
Kepler-1929 b,TIC 269029175,Kepler-1929,299.5833362,47.4481244,2021,59.36249924,3.07250761,9.65,5786.0,1.471,1.006,508.201
HD 118203 c,TIC 286923464,HD 118203,203.509956,53.7281876,2024,5103.0,12.4,3747.19691853,5742.0,2.04,1.27,92.2589
Kepler-88 d,TIC 122712595,KOI-142,291.1481028,40.669413,2020,1403.0,13.1,965.14699656,5466.0,0.897,0.99,376.863
TOI-3877 b,TIC 144310492,TOI-3877,170.4544727,33.9913822,2025,4.123596,11.67975789,99.7981198,5731.0,1.445,1.16,493.77
Kepler-597 b,TIC 138214174,Kepler-597,293.4700919,39.2528182,2016,13.02365861,2.37,6.21,5683.0,0.95,0.97,663.418
Kepler-120 c,TIC 121458707,Kepler-120,287.8915707,39.3390979,2014,12.794585,1.53,2.96,4096.0,0.534,0.654,388.63
Kepler-317 c,TIC 138890353,Kepler-317,294.9438822,39.0320499,2014,8.77501,1.72,3.61,5497.0,0.941,0.865,940.584
Kepler-1330 b,TIC 122595516,Kepler-1330,290.5767116,39.9568913,2016,10.10769068,1.65,3.36,5608.0,0.94,0.97,1720.48
Kepler-497 b,TIC 122605766,Kepler-497,290.7659557,38.9279468,2016,3.573203671,6.04,30.4,5834.0,1.11,1.09,1291.98
TOI-1439 b,TIC 232982558,TOI-1439,241.7639371,67.8776404,2024,27.644,4.2427861,38.5,5841.0,1.6184,1.2313,230.306
V0391 Peg b,TIC 397595169,V0391 Peg,331.0504119,26.4188227,2007,1170.0,13.1,1017.056,29300.0,0.23,0.5,1195.98
TOI-2449 b,TIC 170729775,TOI-2449,67.984371,-34.4555327,2025,106.14468,11.24,222.0,6021.0,1.065,1.079,156.786
Kepler-501 c,TIC 169176340,Kepler-501,297.2014919,41.7301534,2021,3.622760057,1.68119739,3.47,5794.0,1.216,1.032,1125.24
Kepler-728 b,TIC 159580427,Kepler-728,291.0923621,45.1155087,2016,5.743477265,3.34,11.1,5660.0,0.93,0.95,1765.23
